10150000;CAPITAL SOUSC.APPEL.VERS;13720.50;41161.23;80.73;0.00;-27360.00
10610000;RESERVE LEGALE;0.00;18425.82;0.00;0.00;-18425.82
10680000;AUTRES RESERVES;0.00;15689.44;0.00;0.00;-15689.44
12000000;BENEFICE DE L EXERCICE;0.00;23277.90;23277.90;0.00;0.00
13100000;SUBVENTION D EQUIPEMENT;0.00;21231.16;0.00;0.00;-21231.16
13900000;SUBV.INVEST.INSCR.RESULT;11323.36;0.00;1415.42;0.00;12738.78
21410000;BATIMENTS;46646.62;0.00;0.00;0.00;46646.62
21450000;INST GEN AGEN AMENA CONST;89486.81;0.00;0.00;0.00;89486.81
21540000;MATERIEL;75136.03;0.00;6184.59;0.00;81320.62
21810000;INSTALLAT. GENERALES;2458.69;0.00;0.00;0.00;2458.69
26200000;PARTIC ORGAN AGRICOLES;15023.53;0.00;394.00;1125.19;14292.34
27100000;TITRES IMMOBILISES;1343.98;0.00;41.31;0.00;1385.29
28140000;AMORT CONST/SOL AUTRUI;0.00;66528.83;0.00;6235.26;-72764.09
28150000;AMORT MAT INSTALLATION;0.00;68086.29;0.00;2716.24;-70802.53
28180000;AMORT AUTRES IMMOB CORP;0.00;2458.69;0.00;0.00;-2458.69
30140000;ALIMENTS DU BETAIL;1571.89;0.00;2572.04;1571.89;2572.04
30210000;CARBURANTS LUBRIFIANTS;712.20;0.00;1620.80;712.20;1620.80
31000000;STOCKS ANIMAUX (CYC LON);24899.00;0.00;17542.00;24899.00;17542.00
32000000;STOCKS ANIMAUX (CYC.COU);12827.50;0.00;5656.00;12827.50;5656.00
34120000;SEMENCES EN TERRE;4013.66;0.00;12471.01;4013.66;12471.01
34130000;PRODUITS DEFENSE EN TERRE;2552.42;0.00;457.00;2552.42;457.00
34150000;FACONS CULTU EN TRRE;7000.40;0.00;9677.90;7000.40;9677.90
37000000;STOCKS PRODUITS;10992.00;0.00;7136.00;10992.00;7136.00
40100000;FOURNISSEURS EXPLOITAT.;0.00;8222.19;8222.19;4490.09;-4490.09
40200000;COOP-NEGOCE COMPENSATION;0.00;8660.29;8660.29;11653.57;-11653.57
40800000;FOURNISS.FACT.NON PARV.;0.00;600.00;600.00;689.71;-689.71
41100000;CLIENTS;4131.57;0.00;30993.03;31508.78;3615.82
41200000;COOP-NEGOCE COMPENSATION;100.88;0.00;0.00;100.88;0.00
41800000;CLIENTS PROD.NON FACTURE;0.00;0.00;1012.48;0.00;1012.48
42100000;PERSONNEL REMUNER DUES;0.00;0.00;11006.87;11006.87;0.00
43100000;SECURITE SOCIALE ET MSA;0.00;45.49;4980.20;8861.03;-3926.32
43110000;MSA CHRISTIAN JOULIN;0.00;0.00;5514.75;5514.75;0.00
43130000;MSA LAURENT JOULIN;0.00;0.00;5875.07;5875.07;0.00
44100000;ETAT SUBVENTION A RECEV.;0.00;0.00;52931.00;0.00;52931.00
44500000;ETAT TVA;21703.00;20741.00;17284.00;12762.00;5484.00
44562000;TVA SUR IMMOBILISATION;0.00;0.00;1236.92;1236.92;0.00
44565000;TVA  A REGULARISER ACHATS;739.47;0.00;158.10;739.47;158.10
44566000;TVA SUR AUT BIENS SERV;0.00;0.00;16317.90;16317.90;0.00
44571000;TVA COLLECTEE ENCAISSEE;0.00;0.00;11799.54;11799.54;0.00
44571900;CHIFFR. AFF. NON TAXABLE;0.00;0.00;0.00;0.00;0.00
44572000;OPERAT HORS CHAMPS TVA;0.00;0.00;0.00;0.00;0.00
44575000;TVA REGUL VENTES;0.00;262.65;262.65;0.00;0.00
44586000;TVA  FACTURES NON PARV;100.00;0.00;114.95;100.00;114.95
44587000;TVA CA  FACT A ETABLIR;0.00;0.00;0.00;244.08;-244.08
45512000;C/C BLOQUE CHRISTIAN;0.00;7203.22;0.00;0.00;-7203.22
45513000;C/C BLOQUE DOMINIQUE;0.00;14109.16;14109.16;0.00;0.00
45514000;C/C BLOQUE LAURENT;0.00;14109.16;0.00;0.00;-14109.16
45522000;C/C JOULIN CHRISTIAN;0.00;45902.20;26090.34;25155.02;-44966.88
45523000;C/C JOULIN DOMINIQUE;12315.68;0.00;8201.89;20517.57;0.00
45524000;C/C JOULIN LAURENT;0.00;1755.94;30907.35;23556.67;5594.74
47200000;CHARENTES ALLIANCE;0.00;0.00;92084.65;92084.65;0.00
47201000;SYNTEANE MORTE SAISON;0.00;0.00;29570.69;29570.69;0.00
47202000;SOUFFLET;0.00;0.00;923.05;923.05;0.00
51120000;CHEQUES A ENCAISSER;0.00;1234.28;1234.28;0.00;0.00
51210000;C.R.C.A;20905.75;0.00;231787.10;224408.63;28284.22
51900000;CONCOURS BANCAIRES;0.00;0.00;13500.00;64620.72;-51120.72
58000000;VIREMENTS INTERNES;0.00;0.00;89957.93;89957.93;0.00
60110000;ENGRAIS;0.00;0.00;8230.47;0.00;8230.47
60120000;SEMENCES ET PLANTS;0.00;0.00;19405.80;432.90;18972.90
60130000;PRODUITS DEFENSE VEGETX;0.00;0.00;4340.77;850.22;3490.55
60140000;ALIMENTS DU BETAIL;0.00;0.00;23662.52;409.73;23252.79
60150000;PRODUITS VETERINAIRES;0.00;0.00;1142.55;0.00;1142.55
60210000;CARBURANTS ET LUBRIFIANT;0.00;0.00;3617.05;0.00;3617.05
60220000;PRODUITS ENTRET  STOCKE;0.00;0.00;757.92;0.00;757.92
60270000;AUTR FOURNIT.CONSOM. ST.;0.00;0.00;156.25;0.00;156.25
60310000;VARIATION STOCKS APPROVI;0.00;0.00;1571.89;2572.04;-1000.15
60320000;VARIATION STOCK AUTRE APP;0.00;0.00;712.20;1620.80;-908.60
60510000;TRAVAUX/TIERS VEGETAUX;0.00;0.00;26875.48;0.00;26875.48
60540000;TRAVAUX/TIERS ANIMAUX;0.00;0.00;3315.53;2.94;3312.59
60610000;EAU;0.00;0.00;202.40;143.46;58.94
60630000;ELECTRICITE;0.00;0.00;1466.44;0.00;1466.44
60660000;FOURNIT ENTR.PT EQUIPT;0.00;0.00;1143.45;0.00;1143.45
61310000;LOYERS,FERMAGES DU FONC.;0.00;0.00;11766.77;0.00;11766.77
61320000;LOCATION MATERIELS;0.00;0.00;413.75;0.00;413.75
61530000;ENTRETIEN CONSTRUCTIONS;0.00;0.00;754.70;0.00;754.70
61550000;ENTRETIEN MATER. INSTAL;0.00;0.00;7373.52;0.00;7373.52
61600000;PRIMES D ASSURANCES;0.00;0.00;6665.60;2785.52;3880.08
61700000;ETUDES RECHERCHES;0.00;0.00;826.20;0.00;826.20
61800000;DOCUMENTATIONS CONFER...;0.00;0.00;302.38;0.00;302.38
62250000;HONORAIRES VETERINAIRES;0.00;0.00;338.10;0.00;338.10
62260000;AUTRES HONORAIRES;0.00;0.00;3337.60;500.00;2837.60
62280000;DIVERS;0.00;0.00;2388.00;0.00;2388.00
62300000;PUBLICITE,RELAT PUBLIQU.;0.00;0.00;99.51;0.00;99.51
62400000;TRANSPORTS DES BIENS;0.00;0.00;607.27;0.00;607.27
62500000;DEPLACEMENTS,MISSIONS;0.00;0.00;910.00;0.00;910.00
62600000;FRAIS POSTAUX ET TELECOM;0.00;0.00;111.28;0.00;111.28
62700000;SERVICES BANCAIRES;0.00;0.00;299.20;0.00;299.20
62800000;COTISATONS PROFES......;0.00;0.00;1159.28;0.00;1159.28
63330000;FORMAT.PROFES.CONTINUE;0.00;0.00;25.63;0.00;25.63
63400000;TAXES PRODUITS EXPLOIT.;0.00;0.00;989.50;0.00;989.50
