10150000;CAPITAL SOUSC.APPEL.VERS;0.00;27360.00;13680.00;0.00;-13680.00
10610000;RESERVE LEGALE;0.00;18425.82;0.00;0.00;-18425.82
10680000;AUTRES RESERVES;0.00;15689.44;0.00;0.00;-15689.44
12000000;BENEFICE DE L EXERCICE;0.00;35521.73;35521.73;0.00;0.00
13100000;SUBVENTION D EQUIPEMENT;0.00;21231.16;0.00;0.00;-21231.16
13900000;SUBV.INVEST.INSCR.RESULT;12738.78;0.00;1415.42;0.00;14154.20
21410000;BATIMENTS;46646.62;0.00;0.00;0.00;46646.62
21450000;INST GEN AGEN AMENA CONST;89486.81;0.00;0.00;0.00;89486.81
21540000;MATERIEL;81320.62;0.00;0.00;0.00;81320.62
21810000;INSTALLAT. GENERALES;2458.69;0.00;0.00;0.00;2458.69
26200000;PARTIC ORGAN AGRICOLES;14292.34;0.00;2914.00;1496.00;15710.34
27100000;TITRES IMMOBILISES;1385.29;0.00;41.31;0.00;1426.60
28140000;AMORT CONST/SOL AUTRUI;0.00;72764.09;0.00;6235.26;-78999.35
28150000;AMORT MAT INSTALLATION;0.00;70802.53;0.00;3550.18;-74352.71
28180000;AMORT AUTRES IMMOB CORP;0.00;2458.69;0.00;0.00;-2458.69
30140000;ALIMENTS DU BETAIL;2572.04;0.00;275.26;2572.04;275.26
30210000;CARBURANTS LUBRIFIANTS;1620.80;0.00;1304.40;1620.80;1304.40
30220000;PRODUITS ENTRETIEN;0.00;0.00;44.12;0.00;44.12
31000000;STOCKS ANIMAUX (CYC LON);17542.00;0.00;23464.00;17542.00;23464.00
32000000;STOCKS ANIMAUX (CYC.COU);5656.00;0.00;2100.00;5656.00;2100.00
34120000;SEMENCES EN TERRE;12471.01;0.00;9665.80;12471.01;9665.80
34130000;PRODUITS DEFENSE EN TERRE;457.00;0.00;0.00;457.00;0.00
34150000;FACONS CULTU EN TRRE;9677.90;0.00;7375.10;9677.90;7375.10
37000000;STOCKS PRODUITS;7136.00;0.00;7080.00;7136.00;7080.00
40100000;FOURNISSEURS EXPLOITAT.;0.00;4490.09;13631.09;27342.88;-18201.88
40200000;COOP-NEGOCE COMPENSATION;0.00;11653.57;11653.57;7391.87;-7391.87
40800000;FOURNISS.FACT.NON PARV.;0.00;689.71;689.71;2887.25;-2887.25
41100000;CLIENTS;3615.82;0.00;23355.30;23539.82;3431.30
41800000;CLIENTS PROD.NON FACTURE;1012.48;0.00;1158.60;1012.48;1158.60
43100000;SECURITE SOCIALE ET MSA;4980.20;8906.52;6037.31;2110.99;0.00
43110000;MSA CHRISTIAN JOULIN;0.00;0.00;8904.00;8904.00;0.00
43130000;MSA LAURENT JOULIN;0.00;0.00;7841.00;7841.00;0.00
44100000;ETAT SUBVENTION A RECEV.;52931.00;0.00;25000.00;52931.00;25000.00
44500000;ETAT TVA;17284.00;11800.00;11552.00;12490.00;4546.00
44565000;TVA  A REGULARISER ACHATS;158.10;0.00;548.07;158.10;548.07
44566000;TVA SUR AUT BIENS SERV;0.00;0.00;11652.00;11652.00;0.00
44571000;TVA COLLECTEE ENCAISSEE;0.00;0.00;7798.81;7798.81;0.00
44571500;TVA SUR CESSIONS IMMOBIL;0.00;0.00;233.33;233.33;0.00
44571600;TVA OPERA ACESSOIRES  BIC;0.00;0.00;42.32;42.32;0.00
44571900;CHIFFR. AFF. NON TAXABLE;0.00;0.00;0.00;0.00;0.00
44571950;CA NON TAXABLE A REGUL;0.00;0.00;0.00;0.00;0.00
44572000;OPERAT HORS CHAMPS TVA;0.00;0.00;0.00;0.00;0.00
44575000;TVA REGUL VENTES;0.00;0.00;0.00;102.75;-102.75
44586000;TVA  FACTURES NON PARV;114.95;0.00;481.21;114.95;481.21
44587000;TVA CA  FACT A ETABLIR;0.00;244.08;52.78;0.00;-191.30
45512000;C/C BLOQUE CHRISTIAN;0.00;7203.22;0.00;0.00;-7203.22
45514000;C/C BLOQUE LAURENT;0.00;14109.16;0.00;0.00;-14109.16
45522000;C/C JOULIN CHRISTIAN;0.00;44966.88;28776.43;61747.68;-77938.13
45524000;C/C JOULIN LAURENT;5594.74;0.00;31139.00;34422.68;2311.06
47200000;CHARENTES ALLIANCE;0.00;0.00;84544.72;84544.72;0.00
47201000;SYNTEANE MORTE SAISON;0.00;0.00;28952.56;28952.56;0.00
51210000;C.R.C.A;28284.22;0.00;135909.62;170552.37;-6358.53
51860000;INTERETS COURUS A PAYER;0.00;0.00;0.00;21.89;-21.89
51900000;CONCOURS BANCAIRES;13500.00;64620.72;62278.67;11157.95;0.00
58000000;VIREMENTS INTERNES;0.00;0.00;83169.75;83169.75;0.00
60110000;ENGRAIS;0.00;0.00;4030.00;0.00;4030.00
60120000;SEMENCES ET PLANTS;0.00;0.00;16824.90;325.68;16499.22
60130000;PRODUITS DEFENSE VEGETX;0.00;0.00;91.40;353.03;-261.63
60140000;ALIMENTS DU BETAIL;0.00;0.00;12606.86;9.75;12597.11
60150000;PRODUITS VETERINAIRES;0.00;0.00;1086.54;0.00;1086.54
60210000;CARBURANTS ET LUBRIFIANT;0.00;0.00;2485.82;0.00;2485.82
60220000;PRODUITS ENTRET  STOCKE;0.00;0.00;787.67;0.00;787.67
60270000;AUTR FOURNIT.CONSOM. ST.;0.00;0.00;165.08;0.00;165.08
60310000;VARIATION STOCKS APPROVI;0.00;0.00;2572.04;275.26;2296.78
60320000;VARIATION STOCK AUTRE APP;0.00;0.00;1620.80;1348.52;272.28
60510000;TRAVAUX/TIERS VEGETAUX;0.00;0.00;27010.62;0.00;27010.62
60540000;TRAVAUX/TIERS ANIMAUX;0.00;0.00;3700.56;0.00;3700.56
60610000;EAU;0.00;0.00;118.01;62.16;55.85
60630000;ELECTRICITE;0.00;0.00;2057.76;0.00;2057.76
60660000;FOURNIT ENTR.PT EQUIPT;0.00;0.00;506.92;0.00;506.92
60680000;AUTRES FOURN NON STOCKEE;0.00;0.00;62.46;0.00;62.46
61310000;LOYERS,FERMAGES DU FONC.;0.00;0.00;12368.89;0.00;12368.89
61320000;LOCATION MATERIELS;0.00;0.00;396.46;0.00;396.46
61530000;ENTRETIEN CONSTRUCTIONS;0.00;0.00;777.07;0.00;777.07
61550000;ENTRETIEN MATER. INSTAL;0.00;0.00;8577.01;76.01;8501.00
61600000;PRIMES D ASSURANCES;0.00;0.00;3845.39;0.00;3845.39
61680000;ASSUR. AUTRES;0.00;0.00;157.44;0.00;157.44
61700000;ETUDES RECHERCHES;0.00;0.00;1381.64;0.00;1381.64
61800000;DOCUMENTATIONS CONFER...;0.00;0.00;303.16;0.00;303.16
62250000;HONORAIRES VETERINAIRES;0.00;0.00;416.50;0.00;416.50
62260000;AUTRES HONORAIRES;0.00;0.00;2522.91;498.75;2024.16
62270000;FRAIS ACTES ET CONTENT.;0.00;0.00;2275.00;0.00;2275.00
62280000;DIVERS;0.00;0.00;300.00;0.00;300.00
62400000;TRANSPORTS DES BIENS;0.00;0.00;210.00;0.00;210.00
62500000;DEPLACEMENTS,MISSIONS;0.00;0.00;1727.88;0.00;1727.88
62700000;SERVICES BANCAIRES;0.00;0.00;316.05;0.00;316.05
62800000;COTISATONS PROFES......;0.00;0.00;884.84;0.00;884.84
63400000;TAXES PRODUITS EXPLOIT.;0.00;0.00;562.75;115.41;447.34
63500000;AUTRES IMPOTS;0.00;0.00;561.00;0.00;561.00
63520000;IMPOTS FONCIERS;0.00;0.00;488.00;0.00;488.00
63570000;DROITS ENREGISTR. TIMBRE;0.00;0.00;54.42;0.00;54.42
64130000;REMUN ASSOCIES;0.00;0.00;24000.00;0.00;24000.00
64500000;CHARGES SALARIES;0.00;0.00;2110.99;0.00;2110.99
64800000;AUT. CHARGES DU PERSONN.;0.00;0.00;433.33;0.00;433.33
66130000;INTS EMPRUNTS CT;0.00;0.00;52.66;11.11;41.55
66140000;INTS CREDIT CAMPAGNE;0.00;0.00;38.22;0.00;38.22
66170000;INTS CREDITS FOURNIS;0.00;0.00;55.17;0.00;55.17
66180000;INTS AUTRES DETTES;0.00;0.00;21.89;0.00;21.89
67560000;V.N.C. IMMOB FINANC.CEDE;0.00;0.00;1496.00;0.00;1496.00
67830000;MALIS PROV RACHAT PAR ENT;0.00;0.00;15120.00;0.00;15120.00
68112400;DOT AMORT CONSTR SOL AUT;0.00;0.00;6235.26;0.00;6235.26
68112500;DOT AMORT INST TECH ET M;0.00;0.00;3550.18;0.00;3550.18
70100000;VENTES PRODUITS VEGETAUX;0.00;0.00;10671.08;44530.55;-33859.47
70200000;VENTES PRODUITS ANIMAUX;0.00;0.00;959.70;38323.89;-37364.19
70400000;VENTES ANIMAUX;0.00;0.00;0.00;10357.54;-10357.54
70800000;PRODUITS ACTIVITES ANNEX;0.00;0.00;0.00;1211.60;-1211.60
70870000;COMPLEMENT DE PRIX;0.00;0.00;0.00;3686.34;-3686.34
71310000;VARIATION ANX CY LONG;0.00;0.00;17542.00;15400.00;2142.00
71320000;VARIATION ANX CY COURT;0.00;0.00;5656.00;10164.00;-4508.00
71340000;VARIATION VEGE CY COURT;0.00;0.00;22605.91;17040.90;5565.01
71370000;VARIATION PRODUITS;0.00;0.00;7136.00;7080.00;56.00
72600000;PRODUCTION AUTO-CONSOM.;0.00;0.00;0.00;2000.00;-2000.00
74500000;SUBVENTION EXPLOITATION;0.00;0.00;52931.00;107948.92;-55017.92
75800000;PRODUIT DIVERS GESTION;0.00;0.00;0.00;1.72;-1.72
76000000;PRODUITS FINANCIERS;0.00;0.00;0.00;294.15;-294.15
76300000;REVENUS AUTRES CREANCES;0.00;0.00;0.00;21.51;-21.51
77500000;CESSION  ELEM. ACTIF;0.00;0.00;0.00;2662.67;-2662.67
77700000;QUOTE PART SUBV INVEST;0.00;0.00;0.00;1415.42;-1415.42
